metric,rank,model,name,layer_id,bit,flat,weight_score,metric_delta,metric_value
+diffy,796,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,53563,1306.923095703125,0.7834421890649537,0.9342861691489815
+diffy,798,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,213393,1028.7391357421875,0.7651438307810167,0.9159878108650445
+diffy,801,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,181568,1298.4813232421875,0.7584418451275269,0.9092858252115548
+diffy,818,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,62865,581.2310180664062,0.6919372011769155,0.8427811812609434
+diffy,824,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,213264,1150.02685546875,0.6643930722821096,0.8152370523661375
+diffy,828,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,57659,1036.135986328125,0.6584355273145774,0.8092795073986053
+diffy,830,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,47505,2002.8916015625,0.6505717606145481,0.801415740698576
+diffy,834,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,390928,1174.213623046875,0.6446751319665054,0.7955191120505333
+diffy,839,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,201019,3187.259033203125,0.6170520861494878,0.7678960662335157
+diffy,841,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,353681,738.7210693359375,0.6032011560026148,0.7540451360866427
+diffy,845,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,179601,1130.4388427734375,0.5969647095400432,0.7478086896240711
+diffy,852,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,442640,932.09912109375,0.5794996502670983,0.7303436303511261
+diffy,855,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,213307,1097.480224609375,0.5714095559764246,0.7222535360604525
+diffy,859,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,172352,1347.6883544921875,0.5533638797562161,0.704207859840244
+diffy,860,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,57745,976.7005004882812,0.5489155412513355,0.6997595213353633
+diffy,864,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,201105,2996.671630859375,0.5286915822747688,0.6795355623587966
+diffy,882,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,391057,1051.8834228515625,0.47558229778442185,0.6264262778684497
+diffy,884,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,243008,765.5162353515625,0.46832120367689634,0.6191651837609242
+diffy,891,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,408379,3014.240478515625,0.4538406644809584,0.6046846445649863
+diffy,897,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,233744,1261.00732421875,0.4399626749429444,0.5908066550269723
+diffy,901,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,390971,1119.2762451171875,0.4310936351168493,0.5819376152008772
+diffy,902,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,408465,2831.239013671875,0.43082344595823086,0.5816674260422587
+diffy,907,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,393531,869.2044067382812,0.4211970952725096,0.5720410753565375
+diffy,914,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,158528,1270.7344970703125,0.4065667181603203,0.5574106982443482
+diffy,922,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,393617,818.7131958007812,0.3904965661095048,0.5413405461935327
+diffy,924,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,393488,914.5416870117188,0.38785496651908036,0.5386989466031082
+diffy,930,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,480528,594.3158569335938,0.37031115413192306,0.5211551342159509
+diffy,945,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,233787,1201.8812255859375,0.3419246445271711,0.4927686246111989
+diffy,956,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,219025,1908.2860107421875,0.3262140034559706,0.4770579835399985
+diffy,987,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,25915,771.0664672851562,0.2822209982063214,0.43306497829034923
+diffy,989,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,108859,844.7123413085938,0.28161770393635377,0.43246168402038165
+diffy,990,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,442769,834.27490234375,0.2810536597717146,0.4318976398557425
+diffy,993,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,26001,727.0438842773438,0.27662626442979676,0.4274702445138246
+diffy,997,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,13,209297,1406.39599609375,0.26872201178703103,0.4195659918710589
+diffy,1,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,365371,1774.69140625,2316.736509535541,2316.887353515625
+diffy,2,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,365328,1864.48779296875,2259.0136488177673,2259.1644927978514
+diffy,3,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,365457,1672.8453369140625,1719.2990049579041,1719.4498489379882
+diffy,4,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,267024,1029.294189453125,1057.4967447497743,1057.6475887298584
+diffy,5,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,267067,980.2567749023438,1021.2038339831728,1021.3546779632568
+diffy,6,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,365376,916.9579467773438,962.7169679858583,962.8678119659423
+diffy,7,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,429840,731.6558227539062,709.0940767505068,709.2449207305908
+diffy,8,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,429969,654.0497436523438,672.6310419299501,672.7818859100341
+diffy,9,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,287504,714.5944213867188,623.3711923816103,623.5220363616943
+diffy,10,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,57616,1091.36962890625,589.4523264148135,589.6031703948975
+diffy,11,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,429883,696.3175659179688,563.570661375751,563.721505355835
+diffy,12,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,58769,1125.18994140625,531.6718832232851,531.8227272033691
+diffy,13,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,71952,921.5969848632812,517.310795233478,517.461639213562
+diffy,14,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,108816,886.7857055664062,499.347201559772,499.498045539856
+diffy,15,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,58683,1197.92236328125,405.0805422046084,405.2313861846924
+diffy,16,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,287633,639.0740966796875,399.5137869098086,399.6646308898926
+diffy,17,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,267153,922.1787719726562,399.4505066134829,399.6013505935669
+diffy,18,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,72081,825.377685546875,397.97142393373434,398.12226791381835
+diffy,19,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,71995,877.710205078125,382.3370918490786,382.4879358291626
+diffy,20,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,179515,1201.51318359375,364.4970678546328,364.6479118347168
+diffy,21,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,57659,1036.135986328125,345.22370893739645,345.37455291748046
+diffy,22,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,441616,599.12548828125,342.5168670871157,342.6677110671997
+diffy,23,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,200976,3349.18798828125,324.74137651704734,324.89222049713135
+diffy,24,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,441659,569.6380004882812,323.71974985383935,323.87059383392335
+diffy,25,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,57745,976.7005004882812,320.36488477968163,320.51572875976564
+diffy,26,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,243003,1488.9228515625,296.3113477923769,296.4621917724609
+diffy,27,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,287547,681.6220092773438,295.6183954455752,295.7692394256592
+diffy,28,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,108945,794.9786376953125,294.6827139117617,294.8335578918457
+diffy,29,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,58640,1256.118408203125,287.192106650104,287.342950630188
+diffy,30,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,179601,1130.4388427734375,284.9859621264834,285.1368061065674
+diffy,31,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,243089,1399.5081787109375,260.98661844514794,261.13746242523194
+diffy,32,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,201019,3187.259033203125,259.5715866305727,259.7224306106567
+diffy,33,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,433936,730.4906005859375,249.85229809068622,250.00314207077025
+diffy,34,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,219025,1908.2860107421875,244.10115902208273,244.25200300216676
+diffy,35,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,201105,2996.671630859375,235.66067373537007,235.8115177154541
+diffy,36,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,242960,1564.1837158203125,225.70033323549214,225.85117721557617
+diffy,37,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,442640,932.09912109375,225.53795196794454,225.68879594802857
+diffy,38,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,179472,1261.1824951171875,205.95663521074238,206.1074791908264
+diffy,39,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,433979,694.0387573242188,198.13379671358052,198.28464069366456
+diffy,40,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,218896,2131.91845703125,180.9370102145571,181.08785419464112
+diffy,41,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,480528,594.3158569335938,166.72993757509175,166.8807815551758
+diffy,42,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,58688,617.3036499023438,165.46100380205098,165.61184778213502
+diffy,43,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,108859,844.7123413085938,164.95188572191182,165.10272970199586
+diffy,44,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,282896,1001.22705078125,154.87577841066303,155.02662239074706
+diffy,45,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,218939,2030.3492431640625,154.56890280031146,154.7197467803955
+diffy,46,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,344465,2413.132080078125,149.75638792299213,149.90723190307617
+diffy,47,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,344336,2696.394775390625,148.80530369066182,148.95614767074585
+diffy,48,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,218944,1043.71630859375,147.31689092897358,147.4677349090576
+diffy,49,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,442769,834.27490234375,145.8784225680727,146.02926654815673
+diffy,50,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,179520,620.5459594726562,140.78355562471333,140.93439960479736
+diffy,51,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,442683,889.0055541992188,135.86829921983662,136.01914319992065
+diffy,52,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,81680,628.8880615234375,130.8184112765688,130.96925525665284
+diffy,53,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,243008,765.5162353515625,124.74135973237935,124.89220371246338
+diffy,54,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,201024,1638.6514892578125,120.37023880266133,120.52108278274537
+diffy,55,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,213393,1028.7391357421875,117.7020755507845,117.85291953086853
+diffy,56,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,262459,1800.9422607421875,115.74405653261128,115.89490051269532
+diffy,57,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,209297,1406.39599609375,115.55811021112385,115.70895419120788
+diffy,58,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,434065,653.1324462890625,111.38863518022481,111.53947916030884
+diffy,59,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,344379,2565.330078125,108.83596303247396,108.98680701255799
+diffy,60,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,213264,1150.02685546875,103.29368564866962,103.44452962875366
+diffy,61,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,262545,1695.112548828125,98.7856600024599,98.93650398254394
+diffy,62,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,282939,950.8614501953125,94.57128617547932,94.72213015556335
+diffy,63,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,213307,1097.480224609375,90.44953305505696,90.600377035141
+diffy,64,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,283025,896.0643310546875,90.08329536699239,90.23413934707642
+diffy,65,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,387344,835.1852416992188,87.60100424074116,87.7518482208252
+diffy,66,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,262416,1894.7720947265625,85.78320839189473,85.93405237197877
+diffy,67,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,387473,748.195556640625,73.18812815927448,73.33897213935852
+diffy,68,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,209168,1570.8831787109375,64.6940544822115,64.84489846229553
+diffy,69,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,233744,1261.00732421875,64.48408446096363,64.63492844104766
+diffy,70,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,390928,1174.213623046875,58.98906438135091,59.139908361434934
+diffy,71,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,81723,596.9586791992188,58.83916847490254,58.99001245498657
+diffy,72,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,233787,1201.8812255859375,58.25344850801412,58.40429248809814
+diffy,73,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,387387,796.0070190429688,55.41942961000387,55.57027359008789
+diffy,74,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,408379,3014.240478515625,51.82363986753408,51.9744838476181
+diffy,75,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,209211,1495.127197265625,51.41226014875356,51.56310412883759
+diffy,76,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,408465,2831.239013671875,50.55007817529622,50.70092215538025
+diffy,77,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,158523,2481.314453125,48.879868934382834,49.03071291446686
+diffy,78,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,391057,1051.8834228515625,46.32228917859975,46.47313315868378
+diffy,79,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,233873,1128.96923828125,43.491795943011674,43.6426399230957
+diffy,80,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,390971,1119.2762451171875,41.32298524164144,41.47382922172547
+diffy,81,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,344384,1319.154541015625,40.64482540868703,40.79566938877106
+diffy,82,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,262464,929.2072143554688,39.73368987821523,39.88453385829926
+diffy,83,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,158480,2600.859375,35.0594522216219,35.21029620170593
+diffy,84,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,209216,770.6159057617188,34.87530994199697,35.026153922080994
+diffy,85,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,408384,1545.5252685546875,32.85087958358709,33.00172356367111
+diffy,87,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,233792,616.421875,23.19285075448934,23.343694734573365
+diffy,88,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,390976,575.3351440429688,22.03475757621709,22.185601556301116
+diffy,89,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,408336,3163.223876953125,21.013955829371845,21.16479980945587
+diffy,90,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,158609,2328.86865234375,20.972005853881274,21.1228498339653
+diffy,120,policy,policy_model.temporal_hydra.resblock.block_a.0.weight,2,14,158528,1270.7344970703125,12.030354718198213,12.181198698282241
+diffy,101,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,12,11593,839.0091552734375,14.467164731850062,14.61800871193409
+diffy,220,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,12,201,1224.3590087890625,7.362210649750341,7.513054629834369
+diffy,272,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,12,8521,571.1405029296875,6.2348442128022725,6.385688192886301
+diffy,438,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,12,11868,739.027587890625,3.5341134343856537,3.6849574144696815
+diffy,95,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,3789,1219.1646728515625,16.188166777123843,16.33901075720787
+diffy,109,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,7241,1999.92578125,13.390789947738085,13.541633927822113
+diffy,141,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,6335,2056.28955078125,9.96004933378208,10.110893313866109
+diffy,153,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,14015,1504.3170166015625,9.372877021399471,9.5237210014835
+diffy,171,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4649,722.1741943359375,9.002504839827452,9.15334881991148
+diffy,182,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,13994,943.2271118164062,8.4812079246949,8.632051904778928
+diffy,190,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4657,673.075439453125,8.202887945701514,8.353731925785542
+diffy,203,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,13971,1033.5599365234375,7.914588045175332,8.06543202525936
+diffy,219,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,3401,1455.2066650390625,7.3647353761691186,7.515579356253147
+diffy,251,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4710,1074.4295654296875,6.695778923325269,6.846622903409298
+diffy,259,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,8672,708.7655029296875,6.5532609748166575,6.704104954900686
+diffy,275,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,6291,1039.4853515625,6.133105209153291,6.283949189237319
+diffy,281,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,5907,660.0191650390625,5.938851324449206,6.089695304533234
+diffy,287,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4697,702.5003051757812,5.842053610666334,5.9928975907503625
+diffy,308,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,11851,797.45458984375,5.462861185972724,5.613705166056752
+diffy,310,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,14005,1032.52734375,5.37092945091208,5.521773430996109
+diffy,327,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,13978,921.6156005859375,5.111601667837385,5.262445647921413
+diffy,341,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4733,1164.7230224609375,4.958637601588998,5.109481581673026
+diffy,362,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,11821,577.1693725585938,4.484186648051399,4.635030628135428
+diffy,381,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,6304,622.2830810546875,4.167016526070801,4.31786050615483
+diffy,406,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,7243,570.1549682617188,3.884850641786034,4.035694621870062
+diffy,413,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4626,576.5420532226562,3.8030475138548354,3.953891493938863
+diffy,414,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4616,575.3948974609375,3.7974545650977234,3.948298545181751
+diffy,428,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,13964,712.1302490234375,3.6416319002608364,3.792475880344864
+diffy,434,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,14133,1337.10546875,3.583444339535345,3.7342883196193726
+diffy,448,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,2249,674.4750366210938,3.3848367579550542,3.535680738039082
+diffy,468,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,14029,1506.2054443359375,3.169905036112323,3.3207490161963507
+diffy,469,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,7200,603.1243286132812,3.168805425216124,3.3196494053001517
+diffy,475,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4675,891.2598266601562,3.090400840444636,3.2412448205286637
+diffy,477,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4625,655.2398681640625,3.087678262775444,3.2385222428594718
+diffy,490,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,644,629.5873413085938,2.876222468171909,3.027066448255937
+diffy,494,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,14025,3787.778076171875,2.839668949726183,2.990512929810211
+diffy,497,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,11849,2638.546875,2.8209464765714074,2.971790456655435
+diffy,499,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,13980,1016.3375854492188,2.8067700766121564,2.957614056696184
+diffy,500,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4660,611.040771484375,2.7950329746912757,2.9458769547753034
+diffy,519,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,14153,3810.27099609375,2.532558927275386,2.683402907359414
+diffy,548,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,14169,895.5147705078125,2.2908960784996455,2.4417400585836733
+diffy,594,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,14129,746.7039794921875,1.8700259099576217,2.0208698900416495
+diffy,626,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,3746,872.3826904296875,1.680762053345825,1.8316060334298527
+diffy,646,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,14126,610.8269653320312,1.5818563414177333,1.7327003215017611
+diffy,655,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,13257,626.35009765625,1.5556611616724696,1.7065051417564974
+diffy,658,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4640,950.89501953125,1.527960477196757,1.6788044572807848
+diffy,659,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4653,587.8016357421875,1.5235367563269393,1.674380736410967
+diffy,664,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,6297,1380.99462890625,1.4933574574602972,1.644201437544325
+diffy,668,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4681,3993.22412109375,1.470634300166421,1.6214782802504488
+diffy,687,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,6347,754.37548828125,1.4110935123841046,1.5619374924681324
+diffy,712,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,11818,584.7953491210938,1.2270942620794814,1.3779382421635091
+diffy,720,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,11829,679.730712890625,1.1887452088973078,1.3395891889813356
+diffy,757,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,14117,597.2283935546875,0.9957383501947333,1.1465823302787612
+diffy,769,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4701,720.3675537109375,0.9424828927709313,1.0933268728549592
+diffy,774,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4674,610.3368530273438,0.9180367339613439,1.0688807140453718
+diffy,787,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,3788,582.328369140625,0.840958638786833,0.9918026188708609
+diffy,788,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,14182,840.3863525390625,0.838714038659964,0.9895580187439919
+diffy,814,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,7259,797.7583618164062,0.7036923054001818,0.8545362854842097
+diffy,819,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,14001,880.4176025390625,0.6892456776109611,0.840089657694989
+diffy,821,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,10697,817.8057250976562,0.6730326046097616,0.8238765846937894
+diffy,851,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4651,638.9791259765625,0.5806103814604284,0.7314543615444563
+diffy,872,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4671,1128.758056640625,0.5095799398301551,0.660423919914183
+diffy,876,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,14112,728.1533203125,0.4908240423050302,0.6416680223890581
+diffy,879,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,14171,602.3839111328125,0.48645922081996107,0.637303200903989
+diffy,881,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,13985,596.639404296875,0.4786425184400286,0.6294864985240565
+diffy,892,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4645,856.6746215820312,0.4530369743595656,0.6038809544435935
+diffy,895,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,7235,568.9119873046875,0.44416515020566294,0.5950091302896908
+diffy,903,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,6325,903.5819702148438,0.4292373607324407,0.5800813408164686
+diffy,917,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,6371,644.41064453125,0.39714166431895137,0.5479856444029793
+diffy,919,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,14088,583.4077758789062,0.3937458427193633,0.5445898228033912
+diffy,926,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4761,603.7174682617188,0.38055089672343456,0.5313948768074624
+diffy,927,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,6313,579.2633666992188,0.3759780400978343,0.5268220201818622
+diffy,932,vision,vision_model.vision._en.stages.1.downsample.proj.1.reparam_conv.weight,3,13,4789,668.91357421875,0.36892472466934123,0.5197687047533691
